date,USARECM,USARECDM,USARECDP,RECPROUSM156N,recess1,recess2,recess3,recess4,recess5,Adj Close,Value,T10Y2Y,BAMLCC1A013YTRIV,stock returns,bond returns
2018-01-31,0.0,0.0,0.0,0.28,5.0,10.0,12.0,15.0,15.0,2823.81005859375,1.77,0.5,1690.56,0.05617870412552813,-0.0016535172674445803
2018-02-28,0.0,0.0,0.0,0.12,5.0,10.0,12.0,15.0,15.0,2713.830078125,1.84,0.62,1686.74,-0.03894737187936775,-0.002259606284308121
2018-03-29,0.0,0.0,0.0,0.06,5.0,10.0,10.0,14.0,15.0,2640.8701171875,1.84,0.47,1686.9,-0.02688449860055661,9.485753583841128e-05
2018-04-30,0.0,0.0,0.0,0.04,5.0,10.0,10.0,14.0,15.0,2648.050048828125,1.9,0.41,1688.62,0.0027187749953684033,0.0010196217914516569
2018-05-31,0.0,0.0,0.0,0.28,5.0,10.0,10.0,14.0,15.0,2705.27001953125,1.88,0.42,1695.0,0.02160834185458363,0.003778233113429966
2018-06-29,0.0,0.0,0.0,0.02,5.0,10.0,10.0,15.0,15.0,2718.3701171875,1.88,0.31,1694.82,0.004842436267607731,-0.00010619469026552428
2018-07-31,1.0,1.0,1.0,0.0,5.0,10.0,10.0,15.0,15.0,2816.2900390625,1.84,0.24,1698.92,0.036021556172899157,0.002419135955440776
2018-08-31,1.0,1.0,1.0,0.02,5.0,10.0,10.0,15.0,15.0,2901.52001953125,1.82,0.18,1705.95,0.030263211276748244,0.004137922915734686
2018-09-28,1.0,1.0,1.0,0.14,5.0,10.0,14.32,15.0,20.0,2913.97998046875,1.82,0.21,1706.89,0.0042942874264617166,0.0005510126322577183
2018-10-31,1.0,1.0,1.0,0.1,5.0,10.0,14.32,15.0,20.0,2711.739990234375,1.9,0.23,1707.57,-0.06940335609369636,0.00039838536753969867
2018-11-30,1.0,1.0,1.0,0.02,5.0,10.0,14.32,15.0,20.0,2760.169921875,1.96,0.21,1709.05,0.017859356654779876,0.0008667287431847703
2018-12-31,1.0,1.0,1.0,0.14,5.0,10.0,15.0,20.0,20.0,2506.85009765625,2.09,0.11,1720.97,-0.09177689467997258,0.006974635031157703
2019-01-31,1.0,1.0,1.0,0.26,5.0,10.0,15.0,20.0,20.0,2704.10009765625,2.08,0.15,1733.07,0.0786844016658262,0.0070309186098536924
2019-02-28,1.0,1.0,1.0,0.72,5.0,10.0,15.0,20.0,20.0,2784.489990234375,1.98,0.14,1739.14,0.029728889343927055,0.003502455180691007
2019-03-29,1.0,1.0,1.0,0.54,15.0,10.0,15.0,20.0,20.0,2834.39990234375,1.98,0.13,1752.56,0.017924256249588457,0.007716457559483333
2019-04-30,1.0,1.0,1.0,0.7,15.0,10.0,15.0,20.0,20.0,2945.830078125,1.9,0.15,1758.42,0.03931349831373794,0.003343680102250495
2019-05-31,1.0,1.0,1.0,0.34,15.0,10.0,15.0,20.0,20.0,2752.06005859375,1.95,0.14,1768.25,-0.0657777313668354,0.005590245788833116
2019-06-28,1.0,1.0,1.0,0.22,10.0,10.0,15.0,20.0,22.5,2941.760009765625,1.95,0.2,1780.43,0.06893016399824066,0.0068881662660823205
2019-07-31,1.0,1.0,1.0,0.16,10.0,10.0,15.0,20.0,22.5,2980.3798828125,1.88,0.13,1782.9,0.013128152166958007,0.0013873053138848633
2019-08-30,1.0,1.0,1.0,0.16,10.0,10.0,15.0,20.0,22.5,2926.4599609375,1.88,-0.04,1796.39,-0.01809162724052388,0.007566324527455274
2019-09-30,1.0,1.0,1.0,1.06,10.0,13.5,20.0,20.0,25.0,2976.739990234375,1.92,0.0,1798.55,0.017181177931020676,0.001202411503069965
2019-10-31,1.0,1.0,1.0,1.82,10.0,13.5,20.0,20.0,25.0,3037.56005859375,1.92,0.09,1806.49,0.0204317705136841,0.00441466737093773
